recommendationid,lookupkey,drugname,guidelinename,guidelineurl,implications,drugrecommendation,classification,phenotypes,activityscore,population,comments
4168794,"{'CYP2D6': 'No Result', 'CYP2C19': 'Intermediate Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'n/a', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}",Initiate therapy with recommended starting dose.,Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168795,"{'CYP2D6': '0.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use. If a imipramine is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain."
4168796,"{'CYP2D6': '0.25', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.,Optional,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '0.25', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain."
4168797,"{'CYP2D6': '0.5', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.,Optional,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '0.5', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain."
4168798,"{'CYP2D6': '0.75', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.,Optional,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '0.75', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain."
4168799,"{'CYP2D6': '1.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.,Optional,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '1.0', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain."
4168800,"{'CYP2D6': '1.25', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '1.25', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168801,"{'CYP2D6': '1.5', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '1.5', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168802,"{'CYP2D6': '1.75', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '1.75', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168803,"{'CYP2D6': '2.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '2.0', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168804,"{'CYP2D6': '2.25', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'Normal metabolism of tertiary amines'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '2.25', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168805,"{'CYP2D6': '2.5', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '2.5', 'CYP2C19': 'n/a'}",general,n/a
4168806,"{'CYP2D6': '3.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '3.0', 'CYP2C19': 'n/a'}",general,n/a
4168807,"{'CYP2D6': '2.75', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '2.75', 'CYP2C19': 'n/a'}",general,n/a
4168808,"{'CYP2D6': '4.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '4.0', 'CYP2C19': 'n/a'}",general,n/a
4168809,"{'CYP2D6': '≥3.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '≥3.0', 'CYP2C19': 'n/a'}",general,n/a
4168810,"{'CYP2D6': '≥3.25', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '≥3.25', 'CYP2C19': 'n/a'}",general,n/a
4168811,"{'CYP2D6': '≥3.5', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '≥3.5', 'CYP2C19': 'n/a'}",general,n/a
4168812,"{'CYP2D6': '≥4.0', 'CYP2C19': 'Normal Metabolizer'}",imipramine,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid imipramine use; If imipramine is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustment.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '≥4.0', 'CYP2C19': 'n/a'}",general,n/a
