id,guidelineid,drugid,implications,drugrecommendation,classification,phenotypes,activityscore,allelestatus,lookupkey,population,comments,version,dosinginformation,alternatedrugavailable,otherprescribingguidance
4168540,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Normal metabolism of tertiary amines'}","Avoid doxepin use. If a doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Normal Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Normal Metabolizer'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4168541,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Poor Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Poor Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations 
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168542,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Rapid Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Rapid Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168549,100414,RxNorm:3638,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': '3.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '3.0', 'CYP2C19': 'Intermediate Metabolizer'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168543,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Ultrarapid Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168544,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}","Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Indeterminate'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4168545,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid doxepin use. If a doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168546,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Likely Poor Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Likely Poor Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations 
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168547,100414,RxNorm:3638,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}","Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'No Result'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'No Result'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4168548,100414,RxNorm:3638,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': '2.5', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '2.5', 'CYP2C19': 'Intermediate Metabolizer'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168675,100419,RxNorm:194000,"{'DPYD': 'Normal DPD activity and ""normal"" risk for fluoropyrimidine toxicity'}","Based on genotype, there is no indication to change dose or therapy. Use label-recommended dosage and administration.",Strong,{'DPYD': 'Normal Metabolizer'},{'DPYD': '2.0'},{},{'DPYD': '2.0'},general,n/a,1,False,False,False
4168550,100414,RxNorm:3638,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': '2.75', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '2.75', 'CYP2C19': 'Intermediate Metabolizer'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
4168551,100414,RxNorm:3638,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Intermediate Metabolizer'}","{'CYP2D6': '4.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '4.0', 'CYP2C19': 'Intermediate Metabolizer'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",1,False,False,False
